summary,model,adapter,metric,old_value,revised_value,delta
semantic_schema_cross_model_summary.csv,gpt-5.4-mini,smolagents_toolcalling,toxic_rr,0.000000,0.000000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,autogen_tool_agent,clean_tsr,0.730000,0.730000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,autogen_tool_agent,poisoned_tsr,0.490000,0.490000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,autogen_tool_agent,delta_tsr,0.240000,0.240000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,autogen_tool_agent,toxic_bcr,0.260000,0.260000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,autogen_tool_agent,toxic_par,0.310000,0.310000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,autogen_tool_agent,toxic_vpa,0.050000,0.050000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,autogen_tool_agent,toxic_adr,0.000000,0.000000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,autogen_tool_agent,toxic_vr,0.400000,0.400000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,autogen_tool_agent,toxic_rr,0.210000,0.210000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,langgraph_react_full,clean_tsr,0.880000,0.880000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,langgraph_react_full,poisoned_tsr,0.520000,0.520000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,langgraph_react_full,delta_tsr,0.370000,0.370000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,langgraph_react_full,toxic_bcr,0.390000,0.390000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,langgraph_react_full,toxic_par,0.390000,0.390000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,langgraph_react_full,toxic_vpa,0.000000,0.000000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,langgraph_react_full,toxic_adr,0.000000,0.000000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,langgraph_react_full,toxic_vr,0.320000,0.320000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,langgraph_react_full,toxic_rr,0.230000,0.230000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,smolagents_toolcalling,clean_tsr,0.900000,0.900000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,smolagents_toolcalling,poisoned_tsr,0.530000,0.530000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,smolagents_toolcalling,delta_tsr,0.370000,0.370000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,smolagents_toolcalling,toxic_bcr,0.490000,0.490000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,smolagents_toolcalling,toxic_par,0.490000,0.490000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,smolagents_toolcalling,toxic_vpa,0.000000,0.000000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,smolagents_toolcalling,toxic_adr,0.000000,0.000000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,smolagents_toolcalling,toxic_vr,0.160000,0.160000,+0.000000
iclr2027_gpt_expanded_cross_agent_combined_summary.csv,gpt-5.4-mini,smolagents_toolcalling,toxic_rr,0.160000,0.160000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_double_pass,clean_tsr,0.780000,0.780000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_double_pass,poisoned_tsr,0.780000,0.780000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_double_pass,delta_tsr,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_double_pass,toxic_bcr,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_double_pass,toxic_par,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_double_pass,toxic_vpa,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_double_pass,toxic_adr,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_double_pass,toxic_vr,0.980000,0.980000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_double_pass,toxic_rr,0.800000,0.800000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_full,clean_tsr,0.780000,0.780000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_full,poisoned_tsr,0.670000,0.670000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_full,delta_tsr,0.120000,0.120000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_full,toxic_bcr,0.100000,0.100000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_full,toxic_par,0.100000,0.100000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_full,toxic_vpa,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_full,toxic_adr,0.010000,0.010000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_full,toxic_vr,0.470000,0.470000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_full,toxic_rr,0.300000,0.300000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_guarded,clean_tsr,0.880000,0.880000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_guarded,poisoned_tsr,0.910000,0.910000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_guarded,delta_tsr,-0.030000,-0.030000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_guarded,toxic_bcr,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_guarded,toxic_par,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_guarded,toxic_vpa,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_guarded,toxic_adr,0.020000,0.020000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_guarded,toxic_vr,0.970000,0.970000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_guarded,toxic_rr,0.920000,0.920000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_verification_only,clean_tsr,0.780000,0.780000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_verification_only,poisoned_tsr,0.780000,0.780000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_verification_only,delta_tsr,-0.010000,-0.010000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_verification_only,toxic_bcr,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_verification_only,toxic_par,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_verification_only,toxic_vpa,0.000000,0.000000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_verification_only,toxic_adr,0.020000,0.020000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_verification_only,toxic_vr,0.960000,0.960000,+0.000000
leakage_free_defense_combined_summary.csv,claude-haiku-4-5-20251001,langgraph_react_verification_only,toxic_rr,0.800000,0.800000,+0.000000
